date,implied_vol,implied_vol_smooth,implied_vol_percentile,price_median,turnover_total,parity_median,premium_median,floor_premium_median,floor_median,remaining_median,ytm_median
2022-09-26,33.5390625,35.36138513820335,92.52823631624673,119.08,431.68455683,82.905,44.965,26.525,97.0,4.106849315068493,-0.7709000110626221
2022-09-27,33.57783135392868,35.15851076666764,92.62152777777779,119.67,443.5104375,84.43,42.99,27.22,97.0,4.104109589041096,-0.9496999979019165
2022-09-28,33.15625,34.95207401482602,91.24024284475281,118.5,370.88641838,82.35,45.21,26.23,96.9,4.101369863013699,-0.6988999843597412
2022-09-29,33.34765625,34.74152713982601,92.28769497400347,117.985,421.89731863,81.375,45.0,25.51,96.9,4.097260273972603,-0.586650013923645
2022-09-30,33.5604131265511,34.59977396927842,92.55411255411255,117.635,362.59020291,80.5,46.11,24.85,96.9,4.094520547945205,-0.5284999907016754
2022-10-10,32.67116994789343,34.47514109254153,89.61937716262976,116.98,359.01321656,79.35499999999999,46.95,24.21,97.05,4.067123287671233,-0.4019500017166138
2022-10-11,33.34765625,34.34753692587487,92.22126188418324,117.39,463.67755971,79.41,47.04,24.47,97.1,4.065753424657534,-0.451200008392334
2022-10-12,33.34765625,34.2199327592082,92.2279792746114,119.045,531.11349592,81.61000000000001,46.095,25.86,97.1,4.063013698630137,-0.6682500243186951
2022-10-13,34.87890625,34.1816515092082,95.85849870578085,120.1,551.80375624,82.15,44.7,27.09,97.1,4.06027397260274,-0.9994999766349792
2022-10-14,36.02734375,34.20717234254153,97.93103448275862,121.28,651.33651441,84.22,43.5,28.72,97.2,4.057534246575343,-1.296900033950806
2022-10-17,36.41015625,34.25183380087487,98.19121447028424,121.84,569.94720508,86.22,42.135,28.87,97.2,4.050684931506849,-1.441999971866608
2022-10-18,36.02734375,34.30478691218514,97.84853700516352,121.63,593.14451815,86.45,41.955,28.62,97.3,4.047945205479452,-1.350000023841858
2022-10-19,35.70513872786744,34.35784882811404,97.33447979363714,121.41,572.71288219,85.81,42.53,28.395,97.3,4.045205479452054,-1.291499972343444
2022-10-20,35.26171875,34.42803111978071,96.30584192439862,121.1,627.19884769,85.71,42.15,28.27,97.3,4.043835616438356,-1.210899949073792
2022-10-21,34.49609375,34.46631236978071,94.67811158798283,121.085,523.26026535,85.95500000000001,41.605,28.08,97.3,4.046575342465753,-1.210399985313416
2022-10-24,34.11328125,34.4808502328026,93.82504288164665,119.495,506.87199844,84.55,43.105,26.42,97.4,4.054794520547945,-0.9498499929904938
2022-10-25,32.44201863846121,34.41238106241797,87.91773778920309,118.925,513.84412986,84.86,42.14,25.955,97.4,4.065753424657534,-0.803600013256073
2022-10-26,33.29500727288751,34.33406359651422,90.49657534246576,120.075,523.41039061,86.41,39.89,26.85,97.4,4.063013698630137,-0.9974500238895416
2022-10-27,33.48364900132241,34.26203418822497,91.61676646706587,120.04,584.69547558,86.12,40.86,26.96,97.4,4.064383561643835,-1.016700029373169
2022-10-28,33.2789193211143,34.20423260797975,90.34188034188034,118.44,536.5085603,82.89500000000001,44.3,25.61,97.45,4.063013698630137,-0.7053000032901764
2022-10-31,32.19921875,34.10749758137562,87.19043552519214,118.27,576.94113074,83.67,42.84,25.22,97.5,4.058904109589041,-0.5511999726295471
2022-11-01,32.74042533524728,34.02567325750911,88.6518771331058,119.13,640.05685151,86.075,40.355,26.505,97.5,4.06027397260274,-0.8274500072002411
2022-11-02,34.11328125,34.00015242417578,93.86189258312021,120.57,694.70369471,87.45,40.29,27.37,97.4,4.06027397260274,-1.171849966049194
2022-11-03,33.75754915457624,33.96915406266165,92.50425894378195,120.975,590.50999927,87.42,39.93,27.79,97.3,4.061643835616438,-1.182100057601929
2022-11-04,34.87890625,33.99467489599498,95.48936170212767,122.75,775.54281226,88.55,39.28,29.01,97.2,4.068493150684931,-1.521000027656555
2022-11-07,34.87890625,34.02019572932832,95.49319727891157,123.02,632.37654389,88.87,38.395,29.52,97.1,4.068493150684931,-1.513899981975555
2022-11-08,34.11328125,34.02019572932832,93.71282922684792,122.01,635.41868938,88.74,38.635,29.21,97.05,4.065753424657534,-1.4617999792099
2022-11-09,33.73046875,34.00743531266166,92.19015280135824,122.5,589.33723208,89.045,38.07,29.105,96.95,4.076712328767123,-1.347800016403198
2022-11-10,33.34765625,33.98191447932832,91.0941475826972,122.25,602.14141646,88.46000000000001,38.67,29.0,96.9,4.073972602739726,-1.329450011253357
2022-11-11,34.87890625,34.02019572932832,95.50847457627118,123.2,822.53091789,88.78999999999999,39.18,30.355,96.8,4.071232876712329,-1.5626500248909
2022-11-14,34.11328125,34.03933635432832,93.64944961896697,122.26,667.90076518,88.645,38.69499999999999,30.82,96.15,4.063013698630137,-1.48989999294281
2022-11-15,33.73046875,34.04442426753069,92.04737732656514,123.11,786.12878582,90.455,35.83499999999999,31.57,95.95,4.063013698630137,-1.549600005149842
2022-11-16,32.19921875,34.01252322586403,86.3905325443787,121.3,700.86702117,89.875,35.55,31.01,95.65,4.06027397260274,-1.274250030517578
2022-11-17,29.328125,33.87853885086403,81.41891891891892,120.045,871.00943703,90.21,33.12,29.46,95.6,4.058904109589042,-0.8357999920845032
2022-11-18,29.51793282683641,33.74378950754021,81.51898734177216,119.42,712.33348025,89.07,34.74,28.31,95.6,4.058904109589042,-0.7860999703407288
2022-11-21,29.90234375,33.65149530094376,82.29342327150084,120.15,715.15090679,90.0,34.355,29.185,95.6,4.052054794520548,-0.8467999994754791
2022-11-22,29.90234375,33.53665155094377,82.3083403538332,119.8,698.86149617,89.4,35.44,29.26,95.65,4.049315068493151,-0.8198000192642212
2022-11-23,29.90234375,33.42180780094376,82.32323232323232,119.4,668.70104606,88.94,36.155,29.175,95.7,4.046575342465753,-0.7807499766349792
2022-11-24,30.66796875,33.28144321761043,83.51555929352396,119.865,833.6067218,89.64,35.83,29.05,95.8,4.043835616438356,-0.8428999781608582
2022-11-25,31.625,33.13469842594376,84.11764705882354,119.9,693.20823022,88.52000000000001,37.585,29.365,95.8,4.041095890410959,-0.8738999962806702
2022-11-28,31.37660611551387,32.96691342146089,83.7951301427372,119.22,640.95803009,88.225,37.35,28.31,95.8,4.032876712328767,-0.7902500033378601
2022-11-29,31.81640625,32.82654883812756,84.98322147651007,120.99,893.87220487,89.47,36.74,30.275,95.5,4.03013698630137,-1.091549992561341
2022-11-30,32.19921875,32.70968483886531,86.5046102263202,120.95,899.69675068,89.13999999999999,37.7,31.35,95.4,4.028767123287672,-1.159250020980835
2022-12-01,32.96484375,32.63312233886531,89.11222780569514,122.155,883.20591425,89.46000000000001,37.415,31.83,95.3,4.026027397260274,-1.349849998950958
2022-12-02,32.96484375,32.58208067219864,89.1213389121339,122.665,814.2305405,89.75,37.17,32.255,95.3,4.023287671232877,-1.387249946594238
2022-12-05,33.34765625,32.5565598388653,90.96989966555184,123.055,766.1375551,90.83500000000001,36.63,32.55,95.25,4.015068493150684,-1.597400009632111
2022-12-06,33.34765625,32.58674775924994,90.97744360902256,123.0,695.08759168,90.28,36.92,32.58,95.1,4.013698630136986,-1.450899958610535
2022-12-07,32.19921875,32.55022147515368,86.2270450751252,122.39,809.97249468,90.25,36.19,32.47,94.8,4.015068493150685,-1.362950026988984
2022-12-08,31.43359375,32.4818863001096,83.4862385321101,121.8,682.34734237,89.415,36.845,31.955,94.7,4.012328767123288,-1.214800000190735
2022-12-09,31.81640625,32.43313586440579,84.58333333333333,121.7,638.49810066,89.91,36.6,31.46,94.7,4.013698630136986,-1.189299941062927
2022-12-12,31.05078125,32.39485461440579,82.84762697751873,121.19,571.19007717,89.73,36.27,31.81,94.5,4.008219178082192,-1.138100028038025
2022-12-13,29.90234375,32.30025189489755,81.44758735440932,120.26,653.32097203,90.08,35.39,30.81,94.1,4.005479452054795,-0.9854999780654907
2022-12-14,29.13671875,32.13436647823088,80.1330008312552,119.545,555.17890992,89.525,34.79,30.135,94.2,4.005479452054795,-0.7660500109195709
2022-12-15,29.33737899355274,31.98702747286343,80.23255813953489,119.79,506.2055842,89.39,34.58,30.2,94.1,4.005479452054795,-0.8091999888420105
2022-12-16,28.47078889658957,31.77342356108309,79.00414937759336,118.745,496.90384942,88.815,34.325,29.655,93.95,4.00958904109589,-0.5949000120162964
2022-12-19,27.60546875,31.53097564441642,77.77777777777779,117.29,456.79401549,86.97,35.98,28.08,94.0,4.005479452054795,-0.2603999972343445
2022-12-20,27.98828125,31.32680897774975,78.45898922949462,116.79,428.06140487,86.24,36.28,27.73,94.2,4.002739726027397,-0.1941000074148178
2022-12-21,27.73631787247658,31.12700394849897,77.81456953642383,116.755,392.71814552,85.285,37.005,27.14,94.2,4.0,-0.1310000047087669
2022-12-22,27.22265625,30.92283728183231,76.92307692307693,115.995,541.57896054,84.47999999999999,38.905,26.815,94.2,4.0,0.08790000155568123
2022-12-23,26.83984375,30.65486853183231,76.03305785123968,115.5,564.18254533,84.43,38.4,26.37,94.3,4.0,0.118199996650219
2022-12-26,27.98828125,30.45070186516564,78.53014037985136,116.49,510.06131079,86.05,37.85,27.1,94.3,3.991780821917808,-0.09839999675750732
2022-12-27,28.75390625,30.28481644849898,79.70297029702971,117.81,490.98975877,86.91,36.88,28.26,94.4,3.989041095890411,-0.3226000070571899
2022-12-28,28.75390625,30.16997269849897,79.719703215169,117.06,460.16880381,85.77,37.62,27.94,94.4,3.986301369863014,-0.2031999975442886
2022-12-29,28.37109375,30.13807165683231,78.83031301482701,116.5,492.39603631,85.49,37.69,27.11,94.4,3.983561643835616,-0.1295000016689301
2022-12-30,27.96135545467255,30.08618574442684,77.77777777777779,116.45,463.78046757,85.96,36.62,26.72,94.5,3.980821917808219,-0.07509999722242355
2023-01-03,28.74342231573599,30.04755502995138,79.19407894736842,117.51,488.88206926,87.55,35.27,27.81,94.6,3.96986301369863,-0.335099995136261
2023-01-04,29.06236593213728,30.01955576935595,79.9506984387839,117.9,500.98771617,88.1,34.62,28.19,94.7,3.967123287671233,-0.4643000066280365
2023-01-05,29.84296784851522,30.01757657263979,81.11658456486043,119.12,543.76244234,89.07,35.55,29.4,94.8,3.964383561643836,-0.6675000190734863
2023-01-06,30.01492734544269,29.99580852582121,81.70631665299426,119.62,588.16628663,88.565,35.895,30.54,94.7,3.969863013698631,-0.8251500129699707
2023-01-09,30.39794688433597,29.95490675529908,82.45901639344262,119.85,521.08176645,89.14,35.86,30.86,94.7,3.967123287671233,-0.8619999885559082
2023-01-10,29.90234375,29.90576467644862,81.57248157248156,119.545,539.7948795,88.505,35.86499999999999,30.48,94.7,3.975342465753425,-0.7955000102519989
2023-01-11,29.90234375,29.84196259311529,81.58756137479541,119.46,441.23955273,88.33,35.81,30.48,94.6,3.983561643835616,-0.6787999868392944
2023-01-12,30.28515625,29.77816050978196,82.33851185609157,119.69,437.66154644,88.01,36.7,30.68,94.6,3.980821917808219,-0.7311000227928162
2023-01-13,30.28515625,29.68883759311529,82.35294117647058,120.1,435.3107501,89.16499999999999,36.23,31.305,94.6,3.982191780821918,-0.794299989938736
2023-01-16,31.05078125,29.62503550978196,83.18367346938776,121.11,431.28563213,89.9,36.27,31.82,94.6,3.978082191780822,-1.127500057220459
2023-01-17,31.43359375,29.56123342644862,83.76835236541599,121.33,352.06941321,89.96,36.25,32.14,94.5,3.975342465753425,-1.239599943161011
2023-01-18,32.58203125,29.53571259311529,87.77506112469437,121.9,353.29987677,89.96,36.39,32.77,94.5,3.972602739726027,-1.344300031661987
2023-01-19,32.19921875,29.53571259311529,86.48208469055375,122.35,361.61024022,90.15,35.77,33.3,94.6,3.96986301369863,-1.377300024032593
2023-01-20,33.34765625,29.59951467644862,91.21236777868185,122.83,342.38012662,91.03,35.9,34.15,94.6,3.967123287671233,-1.48800003528595
2023-01-30,33.73046875,29.66331675978195,92.35772357723577,123.66,430.05375935,91.94,34.72,34.14,94.8,3.93972602739726,-1.701500058174133
2023-01-31,32.58203125,29.71435842644862,87.6523151909017,123.38,465.11241433,93.42,33.56,34.03,94.8,3.936986301369863,-1.542099952697754
2023-02-01,33.34765625,29.82920217644862,91.15259740259741,124.23,588.98957386,94.63,33.12,35.56,94.8,3.934246575342466,-1.752500057220459
2023-02-02,33.73046875,29.98232717644862,92.37631792376317,124.9,644.18895897,94.97,33.57,35.84,94.9,3.931506849315069,-1.813099980354309
2023-02-03,32.96484375,30.1032426683302,88.97893030794165,124.18,651.74591121,94.61,33.53,35.52,94.9,3.928767123287671,-1.755300045013428
2023-02-06,31.81640625,30.21476324677721,84.37246963562754,123.255,655.74996013,94.575,32.45,33.705,95.0,3.928767123287671,-1.506199955940247
2023-02-07,32.19921875,30.36788824677721,86.08414239482201,123.695,655.5423492,95.765,32.1,34.735,94.95,3.941095890410959,-1.592499971389771
2023-02-08,31.95310884257435,30.50004916652969,84.55941794664511,123.26,631.78773716,96.13,32.01,34.35,94.9,3.945205479452055,-1.562299966812134
2023-02-09,32.19921875,30.6488125291138,86.10662358642972,124.26,612.13275949,97.03,30.56,35.01,95.0,3.942465753424658,-1.781399965286255
2023-02-10,32.19921875,30.81469794578047,86.11783696529459,124.46,627.28760364,96.94,30.87,34.8,95.1,3.942465753424658,-1.735399961471558
2023-02-13,32.43367739787759,31.00115906737638,86.53225806451613,125.3,634.80430569,97.5,30.48,35.14,95.2,3.934246575342466,-1.827200055122375
2023-02-14,31.81640625,31.12876323404305,84.04512489927478,125.22,647.11908929,97.85,30.27,35.15,95.2,3.931506849315069,-1.812100052833557
2023-02-15,31.43359375,31.21808615070972,82.76972624798712,124.57,679.26235891,97.72,29.09,34.54,95.2,3.928767123287671,-1.717499971389771
2023-02-16,31.05078125,31.29464865070972,82.05953338696702,123.28,803.76489965,95.83,29.95,32.51,95.3,3.926027397260274,-1.419399976730347
2023-02-17,29.90234375,31.34569031737639,80.22508038585208,122.1,813.47810484,95.37,29.8,31.6,95.3,3.923287671232877,-1.235849976539611
2023-02-20,30.28515625,31.4231503438873,81.12449799196787,123.21,805.51187046,96.71,28.84,33.41,95.4,3.915068493150685,-1.466199994087219
2023-02-21,30.66796875,31.4873018916961,81.78170144462278,123.76,715.68747305,97.26,28.75,33.41,95.4,3.912328767123288,-1.545199990272522
2023-02-22,30.66796875,31.54082198562486,81.7963111467522,123.89,700.96114179,97.14,29.12,33.38,95.4,3.90958904109589,-1.619500041007996
2023-02-23,30.28515625,31.55556159900769,81.00961538461539,123.26,603.61220643,96.97,28.79,33.21,95.6,3.906849315068493,-1.545199990272522
2023-02-24,29.51953125,31.53904839582626,79.02321857485988,122.82,645.94898425,96.5,28.14,32.57,95.6,3.904109589041096,-1.506850004196167
2023-02-27,29.51953125,31.50976787468173,79.03999999999999,122.7,596.40835992,95.59,29.31,31.61,95.5,3.895890410958904,-1.408100008964539
2023-02-28,29.90234375,31.50976787468173,80.01598721023181,122.85,690.92288326,95.68,29.61,32.54,95.6,3.893150684931507,-1.455399990081787
2023-03-01,30.66796875,31.53528870801506,81.86900958466452,124.02,746.88013756,96.58500000000001,28.78,33.485,95.6,3.897260273972603,-1.619000017642975
2023-03-02,31.05078125,31.5608095413484,82.20271348762968,123.59,661.67611797,96.05,29.39,33.12,95.7,3.887671232876712,-1.62720000743866
2023-03-03,31.43359375,31.5990907913484,82.93460925039872,124.01,601.74166316,96.37,30.3,33.81,95.6,3.884931506849315,-1.630900025367737
2023-03-06,31.05078125,31.5990907913484,82.15139442231076,124.42,555.23560047,96.13,30.22,33.24,95.7,3.876712328767123,-1.649250030517578
2023-03-07,31.42815635439294,31.59890954482816,82.48407643312102,122.975,670.25712746,94.025,32.24,32.215,95.65,3.880821917808219,-1.412000000476837
2023-03-08,31.05078125,31.54786787816149,82.10023866348448,122.96,694.8178139,95.09,31.61,32.34,95.8,3.871232876712329,-1.426049947738647
2023-03-09,31.05078125,31.5095866281615,82.11446740858506,123.01,752.01491191,95.07,31.04,32.25,95.7,3.868493150684932,-1.430150032043457
2023-03-10,31.43359375,31.44578454482816,83.00238284352662,121.95,763.61562924,93.99,32.37,30.81,95.8,3.865753424657534,-1.268499970436096
2023-03-13,31.43359375,31.36922204482816,83.01587301587303,122.24,686.81339781,94.15,31.78,31.28,95.9,3.857534246575343,-1.323350012302399
2023-03-14,31.43359375,31.33094079482816,83.0293417922284,121.6,747.62283851,93.42,33.38,31.01,95.9,3.854794520547945,-1.253849983215332
2023-03-15,31.43359375,31.26713871149483,83.04278922345483,122.01,774.12269458,93.85,32.89,30.835,96.0,3.858904109589041,-1.362549960613251
2023-03-16,31.43359375,31.19057621149483,83.05621536025336,121.0,781.30686133,92.29,34.36,29.71,96.1,3.856164383561644,-1.143249988555908
2023-03-17,31.81640625,31.15229496149483,84.33544303797468,121.55,767.42745509,92.56,34.355,30.28,96.1,3.861643835616438,-1.195099949836731
2023-03-20,32.54167180158164,31.17647047988088,86.95652173913044,121.88,755.78477654,92.24,35.02,30.6,96.2,3.854794520547945,-1.189800024032593
2023-03-21,32.83128858863377,31.197539474502,88.15165876777252,122.56,712.93925595,93.85,34.21,31.66,96.3,3.852054794520548,-1.353399991989136
2023-03-22,32.96484375,31.2312639714162,89.26598263614838,123.195,698.22831738,94.66499999999999,33.43000000000001,32.41,96.3,3.849315068493151,-1.509300053119659
2023-03-23,32.96484375,31.25678480474953,89.27444794952682,123.1,676.46623818,94.37,33.53,32.71,96.3,3.846575342465754,-1.548400044441223
2023-03-24,33.34765625,31.29506605474953,91.33175728920409,123.175,607.45014353,94.325,34.775,32.815,96.25,3.846575342465753,-1.596099972724915
2023-03-27,33.5390625,31.33191222482028,91.5748031496063,123.26,615.03004474,93.65,34.0,32.64,96.3,3.841095890410959,-1.583500027656555
2023-03-28,32.96484375,31.37019347482028,89.14240755310779,122.65,546.37001681,92.785,34.49,32.275,96.3,3.854794520547945,-1.516049981117249
2023-03-29,32.78073211695789,31.41509808705221,87.73584905660378,122.28,477.7214127,92.385,35.31,31.51,96.3,3.852054794520548,-1.409349977970124
2023-03-30,32.96484375,31.47890017038554,89.15946582875098,122.44,429.0844835,91.69,35.21,31.18,96.4,3.832876712328767,-1.365900039672852
2023-03-31,33.34765625,31.59374392038554,91.287284144427,122.79,456.84984667,92.2,34.82,31.6,96.3,3.83013698630137,-1.473000049591064
2023-04-03,34.11328125,31.72134808705221,94.11764705882352,123.86,494.81156176,92.82,34.78,32.25,96.4,3.821917808219178,-1.601899981498718
2023-04-04,34.49609375,31.84895225371887,94.90595611285266,123.62,538.80775028,92.09,35.71,31.9,96.5,3.819178082191781,-1.597000002861023
2023-04-06,34.87890625,31.98931683705221,95.84964761158966,123.8,531.57691503,92.23,36.48,32.02,96.5,3.813698630136986,-1.633900046348572
2023-04-07,34.87890625,32.1424418370522,95.85289514866979,124.485,447.60185349,92.525,35.75,32.65000000000001,96.5,3.827397260273973,-1.753899991512299
2023-04-10,34.76618828329535,32.31733040482872,94.83971853010165,124.1,461.61351877,92.04,36.53,32.44,96.5,3.835616438356164,-1.637400031089783
2023-04-11,34.49609375,32.48321582149539,94.6875,123.8,423.42635766,92.56,36.01,31.8,96.6,3.832876712328767,-1.541599988937378
2023-04-12,34.11328125,32.62358040482872,93.75487900078065,123.8,467.01609116,93.11,34.98,31.93,96.6,3.83013698630137,-1.544899940490723
2023-04-13,34.11328125,32.73842415482872,93.75975039001561,123.66,496.95390551,93.08,35.325,31.395,96.7,3.846575342465753,-1.458150029182434
2023-04-14,34.49609375,32.85326790482872,94.69992205767733,123.99,610.57695437,93.13,35.27,31.85,96.6,3.863013698630137,-1.51199996471405
2023-04-17,34.49609375,32.95535123816205,94.70404984423676,124.28,580.25016477,93.4,36.12,31.85,96.6,3.871232876712329,-1.52209997177124
2023-04-18,34.87890625,33.08295540482872,95.87548638132296,124.61,543.92891067,93.06,36.285,32.14,96.6,3.872602739726028,-1.569150030612946
2023-04-19,34.11328125,33.17245956801562,93.54587869362364,124.0,532.33833373,92.63,36.105,31.445,96.65,3.86986301369863,-1.459699988365173
2023-04-20,33.73046875,33.26178248468229,91.76379176379177,122.775,630.33376695,92.5,35.90000000000001,30.12,96.7,3.890410958904109,-1.262450039386749
2023-04-21,32.73572849284422,33.31794739277709,86.41304347826086,120.92,668.57563999,89.67,37.33,28.63,96.6,3.901369863013699,-0.949400007724762
2023-04-24,31.81640625,33.33070780944376,82.77734678044996,119.89,662.26189097,89.79,36.48,27.35,96.6,3.893150684931507,-0.7228999733924866
2023-04-25,32.19921875,33.3562286427771,84.72868217054264,119.08,739.58529254,86.69,38.51000000000001,26.765,96.5,3.906849315068493,-0.5701999962329865
2023-04-26,33.47927754006258,33.42441810244585,90.39504260263361,120.48,738.72018398,87.81,39.34,28.27,96.5,3.904109589041096,-0.8780999779701233
2023-04-27,33.73046875,33.50098060244584,91.79566563467493,120.85,644.1148343,88.04,39.54,28.75,96.6,3.906849315068493,-0.9983000159263611
2023-04-28,33.73046875,33.57754310244584,91.80201082753287,121.65,711.20615167,89.09,38.55,29.32,96.5,3.906849315068493,-1.128900051116943
2023-05-04,33.1628725094675,33.62242531109477,88.3307573415765,121.3,623.19471912,88.64,37.34,28.53,96.7,3.89041095890411,-1.073300004005432
2023-05-05,32.19921875,33.61101020937538,84.47876447876448,119.95,666.76863345,88.31,37.73,27.19,96.7,3.898630136986301,-0.8263999819755554
2023-05-08,32.19921875,33.58994121475425,84.49074074074075,120.12,705.45966826,88.575,37.175,27.34,96.9,3.89041095890411,-0.8737500011920929
2023-05-09,32.48590263146536,33.5739765108031,85.1195065535852,119.52,772.9240955,87.305,38.36499999999999,26.9,96.9,3.891780821917808,-0.7594499886035919
2023-05-10,31.81640625,33.5356952608031,82.28043143297381,119.65,617.367847,87.92,37.68,26.9,96.9,3.884931506849315,-0.8113999962806702
2023-05-11,33.34765625,33.5356952608031,90.22324865280986,119.97,583.44387071,88.32,38.87,27.05,97.0,3.89041095890411,-0.8970499932765961
2023-05-12,30.28515625,33.42723171913643,78.07692307692308,118.23,571.52187314,87.64,37.79,25.1,97.0,3.887671232876712,-0.5087999999523163
2023-05-15,30.28515625,33.33790880246976,78.09377401998464,118.76,553.6877078,88.68,36.82,25.58,97.1,3.879452054794521,-0.6044000089168549
2023-05-16,31.05078125,33.28024377357117,79.56989247311827,118.76,544.07185118,87.71,38.255,25.835,97.1,3.886301369863014,-0.6887000203132629
2023-05-17,31.43359375,33.2292021069045,80.81350729086722,119.36,460.37428341,88.465,37.485,26.465,97.1,3.883561643835616,-0.7888000011444092
2023-05-18,31.81640625,33.17816044023784,82.28527607361963,119.21,488.80381482,88.2,37.05,27.05,97.1,3.871232876712329,-0.8093000054359436
2023-05-19,31.81640625,33.10159794023784,82.29885057471265,119.7,465.80251927,88.23,36.71,26.64,97.1,3.887671232876712,-0.7971999943256378
2023-05-22,32.0078125,33.0186552319045,82.6186830015314,120.0,432.39298784,88.89,36.6,26.72,97.1,3.879452054794521,-0.8843500018119812
2023-05-23,31.43359375,32.9038114819045,80.64269319051263,119.49,410.67243706,87.935,37.155,26.35,97.2,3.876712328767123,-0.755299985408783
2023-05-24,31.05078125,32.77620731523783,79.28134556574923,119.245,442.07190563,88.005,37.21,26.035,97.2,3.873972602739726,-0.7410999834537506
2023-05-25,31.05078125,32.65236041412799,79.29717341482048,119.455,459.1199664,88.3,36.13,25.68,97.2,3.871232876712329,-0.7242500185966492
2023-05-26,31.43359375,32.55027708079466,80.68702290076337,119.955,507.94439561,88.815,37.525,26.295,97.2,3.868493150684932,-0.867249995470047
2023-05-29,31.43359375,32.46095416412799,80.7017543859649,119.38,438.1457222,87.72,38.07,25.65,97.1,3.86027397260274,-0.7095000147819519
2023-05-30,31.05078125,32.35887083079466,79.1920731707317,119.685,447.09026797,88.57,37.26,25.69,97.2,3.857534246575343,-0.7392500042915344
2023-05-31,31.55041144245851,32.26068142054327,80.8073115003808,119.295,465.14767573,88.0,37.325,25.57,97.15,3.854794520547945,-0.7106000185012817
2023-06-01,32.19921875,32.18411892054327,84.55098934550989,119.5,525.47940796,87.91499999999999,37.72499999999999,25.695,97.15,3.852054794520548,-0.7477999925613403
2023-06-02,33.34765625,32.13307725387661,90.34220532319391,120.93,622.37543727,88.44,37.52,26.56,97.2,3.849315068493151,-1.049249947071075
2023-06-05,32.96484375,32.0947960038766,87.99392097264437,120.64,529.15750147,88.67,36.83,26.54,97.2,3.841095890410959,-0.9991500079631808
2023-06-06,32.96484375,32.06927517054327,88.0030372057707,120.055,651.11380378,86.985,38.43,26.09,97.2,3.83972602739726,-0.9546999931335449
2023-06-07,32.30998437795164,32.05508370004685,84.597875569044,120.025,623.97152828,87.37,38.555,25.665,97.2,3.836986301369863,-0.8996999859809875
2023-06-08,32.96484375,32.09336495004685,88.02122820318424,120.245,638.36933193,86.83500000000001,38.77,26.055,97.2,3.834246575342465,-0.9329000115394592
2023-06-09,33.34765625,32.13164620004685,90.37878787878788,120.525,617.79285755,87.41499999999999,39.07,26.655,97.2,3.831506849315068,-1.018100023269653
2023-06-12,33.34765625,32.12725882371144,90.38607115821348,121.33,610.41455982,88.88,38.605,27.04,97.25,3.823287671232876,-1.07669997215271
2023-06-13,33.34765625,32.11449840704476,90.39334341906202,121.49,723.04491772,89.14,38.755,26.955,97.35,3.82054794520548,-1.072100043296814
2023-06-14,33.73046875,32.11449840704476,91.98790627362055,121.85,772.99222625,88.28999999999999,39.11,26.78,97.4,3.817808219178082,-1.056100010871887
2023-06-15,34.26396184291011,32.15120138482619,93.7311178247734,122.385,841.99411993,89.28,39.015,27.85,97.4,3.815068493150685,-1.212299942970276
2023-06-16,34.11328125,32.21500346815952,93.66037735849056,122.74,884.0422071,89.27,38.42,28.53,97.3,3.813698630136986,-1.24669998884201
2023-06-19,33.73046875,32.26604513482619,91.8552036199095,122.0,765.44492271,88.98,38.19,28.11,97.2,3.805479452054795,-1.19570004940033
2023-06-20,33.73046875,32.30753067211067,91.8613413715147,121.78,737.75862307,88.57,38.91,27.89,97.2,3.802739726027397,-1.117599964141846
2023-06-21,33.68914499233101,32.36995529685504,90.8132530120482,121.21,649.97837446,88.08,39.49,26.83,97.2,3.8,-1.03659999370575
2023-06-26,32.96484375,32.35719488018837,87.43416102332581,120.295,581.11710337,86.4,41.15000000000001,26.15,97.25,3.79041095890411,-0.8464999794960022
2023-06-27,32.92551854385989,32.44520695665037,85.86466165413535,120.98,736.35596494,87.905,39.575,27.07,97.2,3.787671232876713,-0.9764000177383423
2023-06-28,32.58203125,32.52176945665038,85.12396694214877,121.46,727.09140166,87.72999999999999,39.88500000000001,26.97,97.2,3.784931506849315,-1.038100004196167
2023-06-29,32.96484375,32.5855715399837,87.46246246246247,121.47,746.38302873,88.22,39.27,27.1,97.2,3.782191780821918,-1.092300057411194
2023-06-30,32.96484375,32.63661320665037,87.47186796699175,122.41,856.11613975,89.22,37.62,27.485,97.2,3.779452054794521,-1.138000011444092
2023-07-03,32.96484375,32.67489445665037,87.48125937031485,122.745,738.66971429,89.72999999999999,37.24,28.05,97.3,3.771232876712328,-1.195199966430664
2023-07-04,33.34765625,32.72593612331704,90.0374531835206,122.775,776.21018014,90.875,37.165,28.275,97.35,3.768493150684932,-1.22599995136261
2023-07-05,33.34765625,32.77059758165037,90.04491017964071,122.6,777.5827269,90.1,37.17,27.88,97.4,3.761643835616439,-1.20169997215271
2023-07-06,33.73046875,32.84716008165037,91.92221391174272,122.83,787.93911128,89.815,37.21,28.215,97.4,3.763013698630137,-1.184050023555756
2023-07-07,33.73046875,32.93648299831704,91.92825112107623,122.935,712.09549081,89.57,37.925,28.22,97.4,3.76986301369863,-1.1389000415802
2023-07-10,33.62890339298775,33.0224204030833,90.51530993278566,123.02,598.03947853,89.72,37.545,27.89,97.45,3.761643835616439,-1.127500057220459
2023-07-11,33.34765625,33.08622248641663,89.8507462686567,123.25,718.18227884,90.69,37.395,28.395,97.55,3.75890410958904,-1.282899975776672
